title,price_raw,price_clean,rating,url,image,spec_Afisare - Dimensiune ecran,spec_Afisare - Functii display,spec_Afisare - Rezolutie (pixeli),spec_Afisare - Tip display,spec_Alimentare - Capacitate baterie,spec_Alimentare - Incarcator inclus,spec_Alimentare - Tip baterie,spec_Memorie - Memorie RAM,spec_Memorie - Memorie interna,spec_Memorie - Slot card memorie
"Telefon mobil Samsung Galaxy S24, Dual SIM, 8GB RAM, 256GB, 5G, Cobalt Violet","3.249,99 Lei",3249.99 Lei,4.65(494),https://www.emag.ro/telefon-mobil-samsung-galaxy-s24-dual-sim-8gb-ram-256gb-5g-cobalt-violet-sm-s921bzvgeue/pd/DW5L7KYBM/,https://s13emagst.akamaized.net/products/64817/64816436/images/res_6e02536491ffe1eeca3f915ff300d2bc.jpg?width=720&height=720&hash=E05681587BCD031E41CFDB039A0B3A16,6.2 inch,"120 Hz
FHD+",2340 x 1080,Dynamic AMOLED,4000 mAh,,,8 GB,256 GB,
"Telefon mobil Samsung Galaxy A56, 12GB RAM, 256GB, 5G, Awesome Olive","2.269,00 Lei",2269.00 Lei,4.71(422),https://www.emag.ro/telefon-mobil-samsung-galaxy-a56-12gb-ram-256gb-5g-awesome-olive-sm-a56awsolv12gb/pd/D9VQ4K3BM/,https://s13emagst.akamaized.net/products/93866/93865286/images/res_611d7a79802d3cd7ba512a687d229b83.jpg?width=720&height=720&hash=E6F54CC580EA860A1F1F32F1DDCFD043,6.7 inch,"HDR10+
120 Hz
1200 nits (HBM)
1900 nits (peak)",1080 x 2340,Super AMOLED,5000 mAh,Nu,,12 GB,256 GB,
"Telefon mobil OnePlus 15, Dual SIM, 16GB RAM, 512GB, 5G, Sand Storm","5.899,99 Lei",5899.99 Lei,4.56(16),https://www.emag.ro/telefon-mobil-oneplus-15-dual-sim-16gb-ram-512gb-5g-sand-storm-5011116288/pd/DS0RK13BM/,https://s13emagst.akamaized.net/products/107392/107391116/images/res_89ce19f27551362b5de72f3de8c537b6.jpg?width=720&height=720&hash=3E390919D8D0BA3D146040D6C4CCC2C4,6.78 inch,1.07 miliarde de culori,2772 x 1272,AMOLED,,Nu,Li-Ion,16 GB,512 GB,
"Telefon mobil Google Pixel 8, 128GB, 8GB RAM, 5G, Hazel","1.701,70 Lei",1701.70 Lei,3.86(21),https://www.emag.ro/telefon-mobil-google-pixel-8-128gb-8gb-ram-5g-hazel-9790/pd/D46QNDYBM/,https://s13emagst.akamaized.net/products/63092/63091467/images/res_3ba5a9e7a6a596e04efaa154adceea5c.jpg?width=720&height=720&hash=F84D183AA3008C580ED1C2E8C08B8E73,6.2 inch,"HDR10+
120 Hz
1400 nits (HBM)
2000 nits (peak)",1080 x 2400,OLED,4575 mAh,Da,Li-Ion,8 GB,128 GB,
"Telefon mobil OPPO A5, 6GB RAM, 128GB, Dark Purple","595,93 Lei",595.93 Lei,5(1),https://www.emag.ro/telefon-mobil-oppo-a5-6gb-ram-128gb-dark-purple-op-a5drkprp4g128/pd/DGHDJV3BM/,https://s13emagst.akamaized.net/products/102994/102993538/images/res_b644dd71ac45832aa257cc61682f4d88.jpg?width=720&height=720&hash=C76BBEFE55DC74F992868D93603B915A,6.67 inch,"90 Hz
1000 nits (HBM)",720 x 1604,"LCD
IPS",6000 mAh,Nu,,6 GB,128 GB,MicroSDXC
"Telefon mobil Google Pixel Fold, 12GB RAM, 256GB, 5G, Obsidian","4.199,91 Lei",4199.91 Lei,5(3),https://www.emag.ro/telefon-mobil-google-pixel-fold-12gb-ram-256gb-5g-obsidian-go-pxfld256ob/pd/D08PHXYBM/,https://s13emagst.akamaized.net/products/69605/69604186/images/res_3d307dcab85e5ea3a6c04061d8d69f5d.jpg?width=720&height=720&hash=83C0F41BB26A916CD5BCC03FD22BFD6C,"7.6 inch
5.8 inch","HDR10+
120 Hz
1000 nits (HBM)",1840 x 2208,OLED,4821 mAh,Da,Li-Po,12 GB,256 GB,
"Telefon mobil Apple iPhone 17 Pro, 512GB, 5G, Deep Blue","7.929,99 Lei",7929.99 Lei,4.71(135),https://www.emag.ro/telefon-mobil-apple-iphone-17-pro-512gb-5g-deep-blue-mg8n4zd-a/pd/DF99FV3BM/,https://s13emagst.akamaized.net/products/102972/102971595/images/res_6d7c3a407f22da1525a05f5a9e491288.jpg?width=720&height=720&hash=DAE9E2840862ED3DDF7A93FDE69ACA5F,6.3 inch,"Always-on display
True tone
Haptic touch
2,000,000:1 contrast ratio
HDR display
Wide color (P3)
Dynamic Island
1000 nit luminozitate maxima (tipic); 1600 nit luminozitate maxima (HDR); 3000 nit luminozitate maxima (in aer liber)
Tehnologie ProMotion - rata de refresh adaptiva pana la 120Hz",2622 x 1206,OLED,,Nu,Li-Ion,12 GB,512 GB,
"MINI TELEFON DUAL SIM CU RADIO FM SI BLUETOOTH ,NEGRU","60,50 Lei",60.50 Lei,3.88(25),https://www.emag.ro/mini-telefon-dual-sim-cu-radio-fm-si-bluetooth-negru-dv94fsbbm/pd/DV94FSBBM/,https://s13emagst.akamaized.net/products/21913/21912791/images/res_48410e66ec14a7bf88f9a00b3e1d5291.jpg?width=720&height=720&hash=4A36FF2E5C02934EC04106791AFB1250,0.66 inch,,,,,,,,,
"Telefon mobil Samsung Galaxy Z Flip7, 12GB RAM, 256GB, 5G, Jetblack","5.183,80 Lei",5183.80 Lei,4.66(32),https://www.emag.ro/telefon-mobil-samsung-galaxy-z-flip7-12gb-ram-256gb-5g-jetblack-sm-f766bzkgeue/pd/DJ5WT93BM/,https://s13emagst.akamaized.net/products/99055/99054936/images/res_5cb15609fd2b0d87cdf6202ba92ed819.jpg?width=720&height=720&hash=D51F7CBC349879470C6ED6AAC9DBB7CB,"6.9 inch
4.1 inch","FHD+
60 Hz
120Hz
2600 nits (peak)","2520 x 1080
1048 x 948","Super AMOLED
Dynamic AMOLED",4300 mAh,,,12 GB,256 GB,
"Telefon mobil Motorola Edge 50 Neo, Dual SIM, 512GB, 12GB RAM, 5G, Pantone Grisaille","1.441,49 Lei",1441.49 Lei,4.44(163),https://www.emag.ro/telefon-mobil-motorola-edge-50-neo-dual-sim-512gb-12gb-ram-5g-pantone-grisaille-pb310009pl/pd/D19QHCYBM/,https://s13emagst.akamaized.net/products/76080/76079940/images/res_0781357c06fcad16bfde8e445b290c21.jpg?width=720&height=720&hash=DFE974AC521EBFB3245EBC2E8FE46192,6.4 inch,446 PPI,2670 x 1220,P-OLED,4310 mAh,Nu,Li-Po,12 GB,512 GB,
"Telefon mobil OnePlus 15, Dual SIM, 16GB RAM, 512GB, 5G, Infinite Black","5.837,83 Lei",5837.83 Lei,4.56(16),https://www.emag.ro/telefon-mobil-oneplus-15-dual-sim-16gb-ram-512gb-5g-infinite-black-5011116286/pd/DJ0RK13BM/,https://s13emagst.akamaized.net/products/107392/107391115/images/res_0824a0da138aeb7017ae1962f3d616a3.jpg?width=720&height=720&hash=5639B91AE66AAE5C79C19DA0D3FE104E,6.78 inch,1.07 miliarde de culori,2772 x 1272,AMOLED,7300 mAh,Nu,Li-Ion,16 GB,512 GB,
"Telefon mobil Motorola moto g05, Dual SIM, 64GB, 4GB RAM, 5200 mAh, Plum Red","399,99 Lei",399.99 Lei,4.66(73),https://www.emag.ro/telefon-mobil-motorola-moto-g05-dual-sim-64gb-4gb-ram-5200-mah-plum-red-pb6l0006pl/pd/D3GJV23BM/,https://s13emagst.akamaized.net/products/90135/90134053/images/res_f1c623f611936276cf07a40e1c0d63a9.jpg?width=720&height=720&hash=79B64AD01E6EF5421AC58AF0C70B9DE2,6.67 inch,263 ppi,1612 x 720,LCD,5200 mAh,Nu,,4 GB,64 GB,
"Telefon mobil Apple iPhone 16, 256GB, 5G, Teal","4.331,80 Lei",4331.80 Lei,4.73(313),https://www.emag.ro/telefon-mobil-apple-iphone-16-256gb-5g-teal-myej3zd-a/pd/DCY67LYBM/,https://s13emagst.akamaized.net/products/76828/76827222/images/res_2b48580a1b85d2b3e7c5c41f5f6c8d42.jpg?width=720&height=720&hash=CEA683847A73520D4DC103A0EC55225D,6.1 inch,"True tone
Haptic touch
HDR display
Wide color (P3)
Dynamic Island
1000 nit luminozitate maxima (tipic); 1600 nit luminozitate maxima (HDR); 2000 nit luminozitate maxima (in aer liber)
Fingerprint-resistant",2556 x 1179,OLED,,Nu,Li-Ion,8 GB,256 GB,
"Telefon mobil Motorola Moto g06, 4GB RAM, 128GB, Tapestry","449,99 Lei",449.99 Lei,4.5(14),https://www.emag.ro/telefon-mobil-motorola-moto-g06-4gb-ram-128gb-tapestry-pba20023ro/pd/D67JB13BM/,https://s13emagst.akamaized.net/products/107144/107143994/images/res_2bbe21e909a46be44e918ac58eef9910.jpg?width=720&height=720&hash=57ECA55AEE28713F3A87F8010F38DAD2,6.88 inch,"Rata de refresh 120 Hz
263 ppi",1640 x 720,LCD,5200 mAh,Nu,,4 GB,128 GB,
"Telefon Mobil E-Boda Speak T118, Cu butoane, Bluetooth 2.0, Dual Sim, 24 Mb RAM, Radio FM, Albastru","62,99 Lei",62.99 Lei,4(1),https://www.emag.ro/telefon-mobil-e-boda-speak-t118-cu-butoane-bluetooth-2-0-dual-sim-24-mb-ram-radio-fm-albastru-ebd-t118a/pd/DQXSS03BM/,https://s13emagst.akamaized.net/products/95646/95645874/images/res_631cf4f0c1d09e345a5aa7f4452b3418.jpg?width=720&height=720&hash=62F74A37D79BEB96CC35F38E97E719B6,,,,,,,,24 MB,24 MB,
"Telefon mobil Apple iPhone 15, 256GB, 5G, Blue","4.199,99 Lei",4199.99 Lei,4.66(575),https://www.emag.ro/telefon-mobil-apple-iphone-15-256gb-5g-blue-mtp93rx-a/pd/DW4H93YBM/,https://s13emagst.akamaized.net/products/60458/60457124/images/res_710aa5e925b96dc436201454c55598f8.jpg?width=720&height=720&hash=158019B3C12F394F7E05373E31BA6724,6.1 inch,"True tone
Haptic touch
2,000,000:1 contrast ratio
HDR display
Wide color (P3)
Dynamic Island",2556 x 1179,Super Retina XDR,,Nu,Li-Ion,6 GB,256 GB,
"Telefon mobil Xiaomi Redmi 15, 8GB RAM, 256GB, 5G, Titan Gray + Woven Strap Ring Stand","899,99 Lei",899.99 Lei,4.28(29),https://www.emag.ro/telefon-mobil-xiaomi-redmi-15-8gb-ram-256gb-5g-titan-gray-woven-strap-ring-stand-mzb0muieu/pd/D382VJ3BM/,https://s13emagst.akamaized.net/products/101205/101204742/images/res_67ae372e657ad73c74036f66c396e695.jpg?width=720&height=720&hash=2D5E3EC0B59E88F794A1F3F6A768D121,6.9 inch,"16.7 milioane culori
374 ppi
Rata de reimprospatare de 144 Hz",2340 x 1080,IPS,7000 mAh,Nu,,8 GB,256 GB,
SOYES XS19 telefon mobil 2GB RAM 16GB ROM 3.88 Inch 2000mAh 3G Roz,"302,50 Lei",302.50 Lei,3(1),https://www.emag.ro/soyes-xs19-telefon-mobil-2gb-ram-16gb-rom-3-88-inch-2000mah-3g-roz-xs19-pink/pd/DGX5YN3BM/,https://s13emagst.akamaized.net/products/94285/94284142/images/res_49c3a2f5cba97ad4872ccb04863ee46a.jpg?width=720&height=720&hash=C6F519AE5D235B844EB8B263B22E97FC,3.88 inch,Multi-touch,854 x 480,IPS,2000 mAh,,Li-Po,2 GB,16 GB,MicroSD
"Telefon mobil Xiaomi Redmi 15C, 4GB RAM, 256GB, 4G, Mint Green + Woven Strap Ring Stand","629,99 Lei",629.99 Lei,4(4),https://www.emag.ro/telefon-mobil-xiaomi-redmi-15c-4gb-ram-256gb-4g-mint-green-woven-strap-ring-stand-mzb0muaeu/pd/DW62VJ3BM/,https://s13emagst.akamaized.net/products/101205/101204738/images/res_f2167a013a0640147f6bd3f154f44b1e.jpg?width=720&height=720&hash=DFDFC39A35B435007971FFA1798ACC68,6.9 inch,"16.7 milioane culori
Rata de reimprospatare de 120 Hz",1600 x 720,IPS,6000 mAh,Nu,,4 GB,256 GB,
"Telefon mobil Xiaomi Redmi 15C, 4GB RAM, 256GB, Midnight Black","580,80 Lei",580.80 Lei,3(2),https://www.emag.ro/telefon-mobil-xiaomi-redmi-15c-4gb-ram-256gb-midnight-black-mzb0lifeu/pd/DLZ05J3BM/,https://s13emagst.akamaized.net/products/101449/101448658/images/res_1bc5f2d03b32564b5ff282889a4935a0.jpg?width=720&height=720&hash=582FE23E34717AA81C05B5EC5B740F33,6.9 inch,120 Hz,720 x 1600,"LCD
IPS",6000 mAh,Nu,,4 GB,256 GB,MicroSDXC
"Telefon mobil HONOR Magic V3, Dual SIM, 12GB RAM, 512GB, 5G, Verde","5.729,73 Lei",5729.73 Lei,4.71(17),https://www.emag.ro/telefon-mobil-honor-magic-v3-dual-sim-12gb-ram-512gb-5g-verde-5109bjnk/pd/DWYGKLYBM/,https://s13emagst.akamaized.net/products/76919/76918532/images/res_15da01055f51cbc6a1ec8b10216a5cad.jpg?width=720&height=720&hash=DBD4A157B74E2DDC9EABCFB2077D37DD,"6.43 inch
7.92 inch","Pliabil
1.07 miliarde de culori","2344 x 2156
2376 x 1060",OLED,5150 mAh,,Li-Po,12 GB,512 GB,
"Telefon mobil HONOR 400, Dual SIM, 8GB RAM, 512GB ROM, Desert Gold","1.945,49 Lei",1945.49 Lei,4.86(14),https://www.emag.ro/telefon-mobil-honor-400-dual-sim-8gb-ram-512gb-rom-desert-gold-5109buuv/pd/DJT4CN3BM/,https://s13emagst.akamaized.net/products/94814/94813454/images/res_db69fc18bce7dcbcc61ce6d96b8313f6.jpg?width=720&height=720&hash=BE8943B1D684B21B3204447C0ED4ADED,6.55 inch,,1200 x 2664,AMOLED,5300 mAh,Nu,Li-Ion,8 GB,512 GB,
"Telefon mobil Samsung Galaxy A36, Dual SIM, 6GB RAM, 128GB, 5G, Awesome White","1.177,02 Lei",1177.02 Lei,4.65(99),https://www.emag.ro/telefon-mobil-samsung-galaxy-a36-dual-sim-6gb-ram-128gb-5g-awesome-white-sm-a366bzabeue/pd/D0Z5X33BM/,https://s13emagst.akamaized.net/products/89071/89070979/images/res_e0f3409ce743fe8cb0e92ccb861e13c1.jpg?width=720&height=720&hash=D5B3555B2483FF3C4AE4CE4906B436C9,6.7 inch,120 Hz,1080 x 2340,Super AMOLED,5000 mAh,,,6 GB,128 GB,
"Telefon mobil OPPO Reno12 FS, Dual SIM, 512GB, 8GB RAM, 4G, Matte Grey","899,99 Lei",899.99 Lei,4(10),https://www.emag.ro/telefon-mobil-oppo-reno12-fs-dual-sim-512gb-8gb-ram-4g-matte-grey-reno12fs4gmg/pd/DZ93HCYBM/,https://s13emagst.akamaized.net/products/76060/76059762/images/res_8d62ea2cd6209918c0d86594a49c265e.jpg?width=720&height=720&hash=A6C63501C33B482FCF8767EC0C8C5AD1,6.67 inch,"120 Hz
FHD+
394 PPI
Rezistent la praf si stropire",1080 x 2400,OLED,5000 mAh,,Li-Po,8 GB,512 GB,MicroSD
"Telefon mobil Samsung Galaxy A17, Dual SIM, 4GB RAM, 128GB, 4G, Light Blue","754,99 Lei",754.99 Lei,5(1),https://www.emag.ro/telefon-mobil-samsung-galaxy-a17-dual-sim-4gb-ram-128gb-4g-light-blue-sm-a175flbbeue/pd/D757K93BM/,https://s13emagst.akamaized.net/products/99061/99060691/images/res_63daa0d0a96e6bda8513eda14300c68e.jpg?width=720&height=720&hash=BF2768FDA14A1FFB7BA8EADF9B687058,6.7 inch,"16 milioane de culori
Rata de reimprospatare de 90 Hz",1080 x 2340,Super AMOLED,5000 mAh,Nu,,4 GB,128 GB,
"Telefon mobil Xiaomi 15T, 12GB RAM, 256GB ROM, 5G Gray + Woven Strap Ring Stand","2.699,99 Lei",2699.99 Lei,4.6(30),https://www.emag.ro/telefon-mobil-xiaomi-15t-12gb-ram-256gb-rom-5g-gray-woven-strap-ring-stand-mzb0n3keu/pd/DZ9M943BM/,https://s13emagst.akamaized.net/products/103853/103852846/images/res_9a23d9322eed753023d4362b6cf56070.jpg?width=720&height=720&hash=6F88FA1D3804CEC344EA8636C1628199,6.83 inch,"Dolby Vision
Rata de reimprospatare de pana la 120 Hz
HDR 10+
Touch sampling rate: Up to 480Hz
3200 niti (varf)
447 ppi",2772 x 1280,AMOLED,5500 mAh,Nu,,12 GB,256 GB,
"Telefon mobil Apple iPhone 15, 512GB, 5G, Pink","5.200,00 Lei",5200.00 Lei,4.66(575),https://www.emag.ro/telefon-mobil-apple-iphone-15-512gb-5g-pink-mtpd3rx-a/pd/DYCH93YBM/,https://s13emagst.akamaized.net/products/60458/60457122/images/res_a34b30b780dd109b981753e94838c86c.jpg?width=720&height=720&hash=0AB50BDA2DD50B4FA704BDE0A10DC35B,6.1 inch,"True tone
Haptic touch
2,000,000:1 contrast ratio
HDR display
Wide color (P3)
Dynamic Island",2556 x 1179,Super Retina XDR,,Nu,Li-Ion,6 GB,512 GB,
"Telefon mobil Samsung Galaxy S24 Ultra, Dual SIM, 12GB RAM, 512GB, 5G, Titanium Black","5.661,49 Lei",5661.49 Lei,4.74(885),https://www.emag.ro/telefon-mobil-samsung-galaxy-s24-ultra-dual-sim-12gb-ram-512gb-5g-titanium-black-sm-s928bzkheue/pd/DF6L7KYBM/,https://s13emagst.akamaized.net/products/64817/64816455/images/res_dcae4c4dabb70a9916dffbc724913b11.jpg?width=720&height=720&hash=410B9FC2522B0AB870D6D1F8FC7A4B3D,6.8 inch,"120 Hz
QHD",3120 x 1440,Dynamic AMOLED,5000 mAh,,,12 GB,512 GB,
"Telefon mobil HONOR 400 Lite, Dual SIM, 8GB RAM, 256GB, Marrs Green","1.107,15 Lei",1107.15 Lei,4.36(11),https://www.emag.ro/telefon-mobil-honor-400-lite-dual-sim-8gb-ram-256gb-marrs-green-5109bruw/pd/DWXDSD3BM/,https://s13emagst.akamaized.net/products/91942/91941225/images/res_a1659bad091c1bc3221a94687c3d8140.jpg?width=720&height=720&hash=EA60EF55FB2F3AF210923310525A8193,6.7 inch,"120 Hz
394 PPI
3500 nits peak",1080 x 2412,AMOLED,5230 mAh,Nu,,8 GB,256 GB,
"Telefon mobil Google Pixel 10, 256GB, 12GB RAM, 5G,Obsidian","4.487,18 Lei",4487.18 Lei,5(5),https://www.emag.ro/telefon-mobil-google-pixel-10-256gb-12gb-ram-5g-obsidian-ga09883-gb/pd/DRKG0J3BM/,https://s13emagst.akamaized.net/products/100990/100989835/images/res_5f4408f12928f6a11ffc95794bf3a6df.jpg?width=720&height=720&hash=42E196B81780A8F9A804ECB652DB847E,6.3 inch,"20:9 ratio
3000 nits (varf)
Smooth Display (60 – 120 Hz)",1080 x 2424,OLED,4970 mAh,Nu,,12 GB,256 GB,
"Telefon mobil Realme 14 Pro, 12GB RAM, 512GB, 5G, Suede Grey","1.318,80 Lei",1318.80 Lei,5(2),https://www.emag.ro/telefon-mobil-realme-14-pro-12gb-ram-512gb-5g-suede-grey-rm-r14prosugr512/pd/DQWRRT3BM/,https://s13emagst.akamaized.net/products/87455/87454187/images/res_cdbd0a15ad86e320107688125ee6419b.jpg?width=720&height=720&hash=1B18FFEBDD90B4B9431788DFA7D46790,6.77 inch,"120 Hz
1B colors
1400 nits (HBM)
4500 nits (peak)",1080 x 2392,OLED,6000 mAh,Nu,,12 GB,512 GB,
"Telefon mobil OPPO Reno14, Dual SIM, 12GB RAM, 512GB, 5G, Luminous Green","2.999,99 Lei",2999.99 Lei,4.92(13),https://www.emag.ro/telefon-mobil-oppo-reno14-dual-sim-12gb-ram-512gb-5g-luminous-green-cph2737lg/pd/DR2VCJ3BM/,https://s13emagst.akamaized.net/products/101278/101277056/images/res_220a34aa7e2ad97be381710b958f47f9.jpg?width=720&height=720&hash=D5CBBB369513C0F97EE63B83AB4C8110,6.59 inch,"120 Hz
460 PPI
1200 niti",1256 x 2760,AMOLED,6000 mAh,Nu,,12 GB,512 GB,
"Telefon mobil Apple iPhone 14, 128GB, 5G, RED","2.952,40 Lei",2952.40 Lei,4.78(570),https://www.emag.ro/telefon-mobil-apple-iphone-14-128gb-5g-red-mpva3rx-a/pd/D82Y4LMBM/,https://s13emagst.akamaized.net/products/48592/48591195/images/res_9d9f7cfd3812beffad0e413f5803476b.jpg?width=720&height=720&hash=08EE0E28A2C1BFB4BF8FC173F45F02DF,6.1 inch,"True tone
Haptic touch
2,000,000:1 contrast ratio
800 nits (typ), 1200 nits (peak)
HDR display
Wide color (P3)",1170 x 2532,OLED,,Nu,Li-Ion,6 GB,128 GB,
"Telefon mobil Xiaomi Redmi 15, 8GB RAM, 256GB, 5G, Ripple Green + Woven Strap Ring Stand","899,99 Lei",899.99 Lei,4.28(29),https://www.emag.ro/telefon-mobil-xiaomi-redmi-15-8gb-ram-256gb-5g-ripple-green-woven-strap-ring-stand-mzb0muheu/pd/DM82VJ3BM/,https://s13emagst.akamaized.net/products/101205/101204740/images/res_2a715425784a000c40d1f3c79db3410d.jpg?width=720&height=720&hash=04627D9C955F72C5EF8FB7B23E3D6031,6.9 inch,"16.7 milioane culori
374 ppi
Rata de reimprospatare de 144 Hz",2340 x 1080,IPS,7000 mAh,Nu,,8 GB,256 GB,
"Telefon mobil Xiaomi Redmi 12, Dual SIM, 4GB RAM, 128GB, 5G, Jade Black","507,99 Lei",507.99 Lei,5(1),https://www.emag.ro/telefon-mobil-xiaomi-redmi-12-dual-sim-4gb-ram-128gb-5g-jade-black-mzb0eb5eu/pd/DTNV8YYBM/,https://s13emagst.akamaized.net/products/59958/59957076/images/res_87baeafa73e218a2d6f9b14951a8fc91.jpg?width=720&height=720&hash=68177A2A1189C08C6A40AD4A88F5FC90,6.79 inch,"90 Hz
550 niti",1080 x 2460,"LCD
IPS",5000 mAh,,Li-Po,4 GB,128 GB,MicroSDXC
"Telefon mobil Samsung Galaxy A26, Dual SIM, 8GB RAM, 256GB, 5G, Mint","1.199,00 Lei",1199.00 Lei,4.53(102),https://www.emag.ro/telefon-mobil-samsung-galaxy-a26-dual-sim-8gb-ram-256gb-5g-mint-sm-a266blgceue/pd/DWL5X33BM/,https://s13emagst.akamaized.net/products/89071/89070967/images/res_a5ac19d85dd9957ccc35afd4f26dd7ed.jpg?width=720&height=720&hash=7B92AACCA6D972F687CFB0F2A222140C,6.7 inch,120 Hz,1080 x 2340,Super AMOLED,5000 mAh,,,8 GB,256 GB,MicroSD
"Telefon mobil Motorola moto g05, Dual SIM, 256GB, 4GB RAM, 5200 mAh, Forest Green","479,99 Lei",479.99 Lei,4.66(73),https://www.emag.ro/telefon-mobil-motorola-moto-g05-dual-sim-256gb-4gb-ram-5200-mah-forest-green-pb6l0028ro/pd/DDGJV23BM/,https://s13emagst.akamaized.net/products/90135/90134054/images/res_46bd5e87d33ff0a2d509a0e0c3fd6ed7.jpg?width=720&height=720&hash=4325AE99D209EF52705DB529C0B7029A,6.67 inch,263 ppi,1612 x 720,LCD,5200 mAh,Nu,,4 GB,256 GB,
"Telefon mobil Samsung Galaxy S25 Ultra, Dual SIM, 12GB RAM, 1TB, 5G, Titanium Black","6.897,00 Lei",6897.00 Lei,4.66(500),https://www.emag.ro/telefon-mobil-samsung-galaxy-s25-ultra-dual-sim-12gb-ram-1tb-5g-titanium-black-sm-s938bzkheue/pd/DGQVXGYBM/,https://s13emagst.akamaized.net/products/84446/84445769/images/res_001e7e69e6d46fc6986fd4ee21fa0b78.jpg?width=720&height=720&hash=6660C1D946D94CBE36805F70804E8C03,6.9 inch,"Rata de refresh 120 Hz
2600nits
qHD+",3120 x 1440,Dynamic AMOLED,5000 mAh,,,12 GB,1 TB,
"Telefon mobil Xiaomi Redmi Note 14, 6GB RAM, 128GB, Ocean Blue","704,40 Lei",704.40 Lei,4.65(166),https://www.emag.ro/telefon-mobil-xiaomi-redmi-note-14-6gb-ram-128gb-ocean-blue-mzb0j09eu/pd/DQH3DGYBM/,https://s13emagst.akamaized.net/products/84223/84222405/images/res_2d62504301e458fcb97044fefa7cf673.jpg?width=720&height=720&hash=A6AC8CA71304D4F6B66B4365B917801F,6.67 inch,"394 PPI
Rata de refresh 120 Hz
1800 nits (peak)
Sunlight display
Reading mode
Touch sampling rate: 240Hz",2400 x 1080,AMOLED,5500 mAh,,,6 GB,128 GB,
"Telefon mobil Samsung Galaxy S23, Dual SIM, 8GB RAM, 128GB, 5G, Phantom Black","3.299,98 Lei",3299.98 Lei,4.6(520),https://www.emag.ro/telefon-mobil-samsung-galaxy-s23-dual-sim-8gb-ram-128gb-5g-phantom-black-sm-s911bzkdeue/pd/D12R8RMBM/,https://s13emagst.akamaized.net/products/52576/52575496/images/res_ffcb7b5770c2897ca7e87093c5253e15.jpg?width=720&height=720&hash=1B45613E420644492903DACF1F573003,6.1 inch,"FHD+
425 PPI
Rata de reimprospatare la 120 Hz
1750 nits (Peak)",2340 x 1080,Dynamic AMOLED,3900 mAh,,,8 GB,128 GB,
"Telefon mobil Samsung Galaxy Z Flip6, 12GB RAM, 256GB, 5G, Silver Shadow","3.925,01 Lei",3925.01 Lei,4.07(58),https://www.emag.ro/telefon-mobil-samsung-galaxy-z-flip6-12gb-ram-256gb-5g-silver-shadow-sm-f741bzsgeue/pd/DBXGVSYBM/,https://s13emagst.akamaized.net/products/73523/73522669/images/res_1169e1c60ef28b29b508180d21e36682.jpg?width=720&height=720&hash=369E0D4883D086146C2F93086D766DA6,6.7 inch,"FHD+
60 Hz
120Hz
1600nits","2640 x 1080
748 x 720","Super AMOLED
Dynamic AMOLED",4000 mAh,,,12 GB,256 GB,
"Telefon mobil Poco F8 Ultra, 12GB RAM, 256GB, 5G, Denim Blue","7.598,39 Lei",7598.39 Lei,5(1),https://www.emag.ro/telefon-mobil-poco-f8-ultra-12gb-ram-256gb-5g-denim-blue-pc-f8ult256db/pd/D6YSK83BM/,https://s13emagst.akamaized.net/products/112001/112000723/images/res_c5a85896f5036daa630a26383b28483f.jpg?width=720&height=720&hash=232EE816FC4799FB6BC1DE0E768DA3AA,6.9 inch,"Dolby Vision
HDR10+
120 Hz
68B colors
2000 nits (HBM)
3500 nits peak",1200 x 2608,AMOLED,6500 mAh,Nu,,12 GB,256 GB,
"Telefon mobil Samsung Galaxy S24+, Dual SIM, 12GB RAM, 512GB, 5G, Marble Gray","4.599,00 Lei",4599.00 Lei,4.6(208),https://www.emag.ro/telefon-mobil-samsung-galaxy-s24-dual-sim-12gb-ram-512gb-5g-marble-gray-sm-s926bzageue/pd/D4VMHKYBM/,https://s13emagst.akamaized.net/products/64817/64816449/images/res_ebfa4fd0d965c6c30b70782a2549ae53.jpg?width=720&height=720&hash=9BB6C0D42439BE36B25435E3010066DE,6.7 inch,"120 Hz
QHD",3120 x 1440,Dynamic AMOLED,4900 mAh,,,12 GB,512 GB,
"Telefon mobil Samsung Galaxy S23, Dual SIM, 8GB RAM, 256GB, 5G, Lavender","3.250,00 Lei",3250.00 Lei,4.6(520),https://www.emag.ro/telefon-mobil-samsung-galaxy-s23-dual-sim-8gb-ram-256gb-5g-lavender-sm-s911bligeue/pd/DF07B5MBM/,https://s13emagst.akamaized.net/products/52576/52575499/images/res_49c62172e907d7ab828cc0bf4c506bb4.jpg?width=720&height=720&hash=8EFB360E064B549BAF587FC5B99D804F,6.1 inch,"FHD+
425 PPI
Rata de reimprospatare la 120 Hz
1750 nits (Peak)",2340 x 1080,Dynamic AMOLED,3900 mAh,,,8 GB,256 GB,
